678,0.5584
679,0.55801
680,0.55762
681,0.55724
682,0.55685
683,0.55647
684,0.55609
685,0.55571
686,0.55533
687,0.55496
688,0.55458
689,0.55421
690,0.55384
691,0.55347
692,0.5531
693,0.55274
694,0.55238
695,0.55201
696,0.55166
697,0.5513
698,0.55094
699,0.55059
700,0.55023
701,0.54988
702,0.54953
703,0.54918
704,0.54884
705,0.54849
706,0.54815
707,0.54781
708,0.54747
709,0.54713
710,0.5468
711,0.54646
712,0.54613
713,0.5458
714,0.54547
715,0.54514
716,0.54482
717,0.54449
718,0.54417
719,0.54385
720,0.54353
721,0.54321
722,0.5429
723,0.54258
724,0.54227
725,0.54196
726,0.54165
727,0.54134
728,0.54103
729,0.54073
730,0.54042
731,0.54012
732,0.53982
733,0.53952
734,0.53922
735,0.53893
736,0.53863
737,0.53834
738,0.53805
739,0.53776
740,0.53747
741,0.53719
742,0.5369
743,0.53662
744,0.53634
745,0.53606
746,0.53578
747,0.5355
748,0.53523
749,0.53495
750,0.53468
751,0.53441
752,0.53414
753,0.53387
754,0.5336
755,0.53334
756,0.53307
757,0.53281
758,0.53255
759,0.53229
760,0.53203
761,0.53177
762,0.53152
763,0.53126
764,0.53101
765,0.53076
766,0.53051
767,0.53026
768,0.53001
769,0.52977
770,0.52952
771,0.52928
772,0.52904
773,0.5288
774,0.52856
775,0.52832
776,0.52808
777,0.52785
778,0.52762
779,0.52738
780,0.52715
781,0.52692
782,0.5267
783,0.52647
784,0.52624
785,0.52602
786,0.5258
787,0.52557
788,0.52535
789,0.52513
790,0.52492
791,0.5247
792,0.52448
793,0.52427
794,0.52406
795,0.52385
796,0.52364
797,0.52343
798,0.52322
799,0.52301
800,0.52281
801,0.5226
802,0.5224
803,0.5222
804,0.522
805,0.5218
806,0.5216
807,0.5214
808,0.52121
809,0.52101
810,0.52082
811,0.52063
812,0.52044
813,0.52025
814,0.52006
815,0.51987
816,0.51968
817,0.5195
818,0.51931
819,0.51913
820,0.51895
821,0.51877
822,0.51859
823,0.51841
824,0.51823
825,0.51805
826,0.51788
827,0.5177
828,0.51753
829,0.51736
830,0.51719
831,0.51702
832,0.51685
833,0.51668
834,0.51652
835,0.51635
836,0.51618
837,0.51602
838,0.51586
839,0.5157
840,0.51554
841,0.51538
842,0.51522
843,0.51506
844,0.5149
845,0.51475
846,0.51459
847,0.51444
848,0.51429
849,0.51414
850,0.51399
851,0.51384
852,0.51369
853,0.51354
854,0.51339
855,0.51325
856,0.5131
857,0.51296
858,0.51282
859,0.51267
860,0.51253
861,0.51239
862,0.51225
863,0.51212
864,0.51198
865,0.51184
866,0.51171
867,0.51157
868,0.51144
869,0.5113
870,0.51117
871,0.51104
872,0.51091
873,0.51078
874,0.51065
875,0.51053
876,0.5104
877,0.51027
878,0.51015
879,0.51002
880,0.5099
881,0.50978
882,0.50966
883,0.50953
884,0.50941
885,0.5093
886,0.50918
887,0.50906
888,0.50894
889,0.50883
890,0.50871
891,0.5086
892,0.50848
893,0.50837
894,0.50826
895,0.50815
896,0.50804
897,0.50793
898,0.50782
899,0.50771
900,0.5076
901,0.50749
902,0.50739
903,0.50728
904,0.50718
905,0.50707
906,0.50697
907,0.50687
908,0.50677
909,0.50667
910,0.50657
911,0.50647
912,0.50637
913,0.50627
914,0.50617
915,0.50608
916,0.50598
917,0.50588
918,0.50579
919,0.5057
920,0.5056
921,0.50551
922,0.50542
923,0.50533
924,0.50524
925,0.50515
926,0.50506
927,0.50497
928,0.50488
929,0.50479
930,0.50471
931,0.50462
932,0.50453
933,0.50445
934,0.50436
935,0.50428
936,0.5042
937,0.50412
938,0.50403
939,0.50395
940,0.50387
941,0.50379
942,0.50371
943,0.50363
944,0.50355
945,0.50348
946,0.5034
947,0.50332
948,0.50325
949,0.50317
950,0.5031
951,0.50302
952,0.50295
953,0.50288
954,0.5028
955,0.50273
956,0.50266
957,0.50259
958,0.50252
959,0.50245
960,0.50238
961,0.50231
962,0.50224
963,0.50217
964,0.50211
965,0.50204
966,0.50197
967,0.50191
968,0.50184
969,0.50178
970,0.50171
971,0.50165
972,0.50159
973,0.50152
974,0.50146
975,0.5014
976,0.50134
977,0.50128
978,0.50122
979,0.50116
980,0.5011
981,0.50104
982,0.50098
983,0.50092
984,0.50086
985,0.50081
986,0.50075
987,0.50069
988,0.50064
989,0.50058
990,0.50053
991,0.50047
992,0.50042
993,0.50036
994,0.50031
995,0.50026
996,0.50021
997,0.50015
998,0.5001
999,0.5
