Threshold,Erode,Dilate,Score,FPS
205,8,5,64.5437,0.253682
205,8,6,61.9161,0.247829
205,8,7,60.1387,0.244483
205,8,8,63.6923,0.241603
205,8,9,65.4576,0.246032
205,8,10,65.4604,0.235559
205,9,1,34.5133,0
205,9,2,60.1545,0.258889
205,9,3,76.049,0.257227
205,9,4,62.7981,0.258866
205,9,5,68.1129,0.251637
205,9,6,57.492,0.247959
205,9,7,62.7877,0.248888
205,9,8,61.9164,0.242302
205,9,9,62.8049,0.237141
205,9,10,64.558,0.248259
205,10,1,34.5133,0
205,10,2,34.5133,0
205,10,3,34.5133,0
205,10,4,34.5133,0
205,10,5,61.91,0.268619
205,10,6,60.134,0.280091
205,10,7,59.2682,0.268664
205,10,8,71.641,0.250704
205,10,9,63.6857,0.243676
205,10,10,66.3445,0.237176
217,1,1,65.4702,0.152043
217,1,2,65.4662,0.166522
217,1,3,68.1222,0.178973
217,1,4,66.3538,0.181186
217,1,5,65.4596,0.193268
217,1,6,65.4599,0.190309
217,1,7,65.4588,0.19716
217,1,8,64.5739,0.18914
217,1,9,66.3325,0.18403
217,1,10,66.342,0.18043
217,2,1,65.4574,0.168881
217,2,2,64.5839,0.175627
217,2,3,64.5834,0.187409
217,2,4,66.3515,0.201681
217,2,5,66.3518,0.199284
217,2,6,66.3477,0.208203
217,2,7,67.2256,0.205645
217,2,8,61.0363,0.207435
217,2,9,64.5774,0.20206
217,2,10,66.3445,0.198685
217,3,1,64.5809,0.186214
217,3,2,65.4688,0.185437
217,3,3,63.6958,0.1808
217,3,4,64.5788,0.205391
217,3,5,63.6852,0.209012
217,3,6,63.6917,0.209085
217,3,7,66.3471,0.210225
217,3,8,68.1134,0.209457
217,3,9,64.5743,0.208053
217,3,10,64.572,0.20538
217,4,1,64.5828,0.210711
217,4,2,65.4655,0.217869
217,4,3,63.6944,0.217237
217,4,4,64.58,0.219755
217,4,5,65.4568,0.232228
217,4,6,66.3298,0.226571
217,4,7,66.3428,0.234153
217,4,8,62.7985,0.228935
217,4,9,65.4624,0.211797
217,4,10,63.6885,0.218831
217,5,1,63.6975,0.233771
217,5,2,61.0436,0.236704
217,5,3,67.2376,0.231885
217,5,4,65.4657,0.225598
217,5,5,63.6931,0.227035
217,5,6,66.3476,0.238774
217,5,7,66.3458,0.226903
217,5,8,66.3483,0.223882
217,5,9,64.5783,0.21727
217,5,10,68.1131,0.217308
217,6,1,65.4568,0.253551
217,6,2,66.3485,0.246386
217,6,3,66.3509,0.248806
217,6,4,61.0424,0.3051
217,6,5,64.579,0.297799
217,6,6,63.6929,0.283357
217,6,7,61.925,0.294808
217,6,8,65.4604,0.256771
217,6,9,65.4619,0.227575
217,6,10,62.8043,0.222801
217,7,1,81.3519,0.2594
217,7,2,65.4618,0.267804
217,7,3,59.2598,0.267266
217,7,4,61.0396,0.265539
217,7,5,53.0743,0.45117
217,7,6,49.541,0.404612
217,7,7,54.8496,0.455535
217,7,8,62.8085,0.265826
217,7,9,65.4573,0.254688
217,7,10,65.4574,0.25989
217,8,1,63.6945,0.263508
217,8,2,69.8743,0.27382
217,8,3,73.4097,0.270626
217,8,4,61.92,0.271752
217,8,5,61.9239,0.293027
217,8,6,61.0329,0.261241
217,8,7,62.8014,0.256713
217,8,8,64.5542,0.253551
217,8,9,62.806,0.25721
217,8,10,64.578,0.247286
217,9,1,34.5133,0
217,9,2,34.5133,0
217,9,3,34.5133,0
217,9,4,34.5133,0
217,9,5,67.2232,0.271009
217,9,6,65.4502,0.275818
217,9,7,65.4483,0.260693
217,9,8,59.2635,0.274719
217,9,9,65.4561,0.249564
217,9,10,66.3446,0.254235
217,10,1,34.5133,0
217,10,2,34.5133,0
217,10,3,34.5133,0
217,10,4,34.5133,0
217,10,5,69.8693,0.33429
217,10,6,77.8203,0.357007
217,10,7,76.9382,0.337707
217,10,8,34.5133,0
217,10,9,99.0286,0.254918
217,10,10,66.3355,0.253687
229,1,1,61.9337,0.161152
229,1,2,64.5856,0.167044
229,1,3,69.8895,0.18433
229,1,4,67.2329,0.182026
229,1,5,66.3522,0.188692
229,1,6,64.5796,0.197483
229,1,7,66.3433,0.19866
229,1,8,63.6944,0.185028
229,1,9,65.461,0.188906
229,1,10,65.4645,0.183218
229,2,1,64.5866,0.196085
229,2,2,65.4702,0.192988
229,2,3,66.3539,0.211841
229,2,4,66.3529,0.228039
229,2,5,64.5791,0.213983
229,2,6,66.3498,0.215168
229,2,7,63.6943,0.213962
229,2,8,63.6961,0.214503
229,2,9,61.9259,0.213377
229,2,10,63.6957,0.206212
229,3,1,65.4707,0.222008
229,3,2,61.0431,0.224496
229,3,3,62.8125,0.216251
229,3,4,64.5849,0.243718
229,3,5,66.3529,0.244483
229,3,6,66.3492,0.231785
229,3,7,63.6945,0.218721
229,3,8,65.4614,0.219998
229,3,9,64.5777,0.214401
229,3,10,64.5724,0.21114
229,4,1,64.5831,0.254201
229,4,2,64.5791,0.246914
229,4,3,65.4644,0.246968
229,4,4,65.4675,0.242567
229,4,5,61.9267,0.253608
229,4,6,65.4664,0.253636
229,4,7,63.695,0.255592
229,4,8,65.4618,0.233974
229,4,9,63.6897,0.229796
229,4,10,64.575,0.220509
229,5,1,62.8119,0.27565
229,5,2,61.0419,0.274565
229,5,3,64.5809,0.265121
229,5,4,64.5778,0.263305
229,5,5,64.5787,0.251631
229,5,6,63.695,0.268167
229,5,7,65.466,0.248948
229,5,8,65.4612,0.265782
229,5,9,64.5747,0.243624
229,5,10,64.5746,0.243304
229,6,1,68.9957,0.290975
229,6,2,61.0374,0.299409
229,6,3,59.2642,0.287539
229,6,4,68.9973,0.284785
229,6,5,61.9203,0.274652
229,6,6,63.6904,0.26816
229,6,7,63.6893,0.276095
229,6,8,66.348,0.277873
229,6,9,63.6919,0.281431
229,6,10,65.4627,0.272644
229,7,1,34.5133,0
229,7,2,34.5133,0
229,7,3,34.5133,0
229,7,4,34.5133,0
229,7,5,68.1123,0.292262
229,7,6,63.6914,0.284119
229,7,7,64.5748,0.280084
229,7,8,61.9106,0.298169
229,7,9,63.6482,0.293965
229,7,10,64.5742,0.284091
229,8,1,34.5133,0
229,8,2,34.5133,0
229,8,3,34.5133,0
229,8,4,34.5133,0
229,8,5,34.5133,0
229,8,6,34.5133,0
229,8,7,42.4655,0.593955
229,8,8,49.5382,0.471797
229,8,9,34.5133,0
229,8,10,97.2617,0.301776
229,9,1,34.5133,0
229,9,2,34.5133,0
229,9,3,34.5133,0
229,9,4,34.5133,0
229,9,5,34.5133,0
229,9,6,34.5133,0
229,9,7,34.5133,0
229,9,8,34.5133,0
229,9,9,34.5133,0
229,9,10,34.5133,0
229,10,1,34.5133,0
229,10,2,34.5133,0
229,10,3,34.5133,0
229,10,4,34.5133,0
229,10,5,34.5133,0
229,10,6,34.5133,0
229,10,7,34.5133,0
229,10,8,34.5133,0
229,10,9,34.5133,0
229,10,10,34.5133,0
241,1,1,62.8154,0.202118
241,1,2,62.803,0.203883
241,1,3,62.8147,0.212394
241,1,4,66.3491,0.222318
241,1,5,62.8058,0.215152
241,1,6,68.1184,0.206159
241,1,7,62.8117,0.22041
241,1,8,64.5804,0.213821
241,1,9,65.4674,0.211223
241,1,10,64.5851,0.194098
241,2,1,63.6952,0.259038
241,2,2,64.5813,0.240456
241,2,3,64.5832,0.256626
241,2,4,64.5846,0.255437
241,2,5,66.3509,0.256498
241,2,6,67.2302,0.249845
241,2,7,62.8072,0.255546
241,2,8,63.6924,0.242677
241,2,9,67.2387,0.223034
241,2,10,68.1216,0.212406
241,3,1,65.4585,0.296362
241,3,2,63.6922,0.291222
241,3,3,66.3531,0.273416
241,3,4,64.5761,0.284613
241,3,5,46.0097,0.706692
241,3,6,51.3158,0.613297
241,3,7,45.1256,0.698005
241,3,8,65.463,0.28176
241,3,9,64.578,0.267576
241,3,10,59.2756,0.31559
241,4,1,66.3535,0.333206
241,4,2,63.6973,0.324797
241,4,3,68.1208,0.30876
241,4,4,64.5813,0.305447
241,4,5,61.9175,0.311466
241,4,6,65.456,0.311698
241,4,7,65.4635,0.30586
241,4,8,66.3462,0.302511
241,4,9,63.6968,0.291952
241,4,10,66.3461,0.271883
241,5,1,63.6964,0.359529
241,5,2,63.6956,0.349067
241,5,3,64.5781,0.337586
241,5,4,67.2368,0.327157
241,5,5,66.3509,0.353048
241,5,6,62.8062,0.330854
241,5,7,65.4641,0.324163
241,5,8,67.2375,0.322783
241,5,9,66.349,0.306865
241,5,10,64.5778,0.299362
241,6,1,34.5133,0
241,6,2,34.5133,0
241,6,3,34.5133,0
241,6,4,34.5133,0
241,6,5,65.4637,0.394291
241,6,6,60.1569,0.373492
241,6,7,62.8048,0.405745
241,6,8,62.8092,0.375228
241,6,9,65.4633,0.345281
241,6,10,63.6938,0.332245
241,7,1,34.5133,0
241,7,2,34.5133,0
241,7,3,34.5133,0
241,7,4,34.5133,0
241,7,5,34.5133,0
241,7,6,34.5133,0
241,7,7,34.5133,0
241,7,8,34.5133,0
241,7,9,34.5133,0
241,7,10,34.5133,0
241,8,1,34.5133,0
241,8,2,34.5133,0
241,8,3,34.5133,0
241,8,4,34.5133,0
241,8,5,34.5133,0
241,8,6,34.5133,0
241,8,7,34.5133,0
241,8,8,34.5133,0
241,8,9,34.5133,0
241,8,10,34.5133,0
241,9,1,34.5133,0
241,9,2,34.5133,0
241,9,3,34.5133,0
241,9,4,34.5133,0
241,9,5,34.5133,0
241,9,6,34.5133,0
241,9,7,34.5133,0
241,9,8,34.5133,0
241,9,9,34.5133,0
241,9,10,34.5133,0
241,10,1,34.5133,0
241,10,2,34.5133,0
241,10,3,34.5133,0
241,10,4,34.5133,0
241,10,5,34.5133,0
241,10,6,34.5133,0
241,10,7,34.5133,0
241,10,8,34.5133,0
241,10,9,34.5133,0
241,10,10,34.5133,0
253,1,1,34.5133,0
253,1,2,34.5133,0
253,1,3,34.5133,0
253,1,4,34.5133,0
253,1,5,49.5354,0.457268
253,1,6,60.1503,0.351161
253,1,7,59.2693,0.354343
253,1,8,63.6972,0.319155
253,1,9,62.8212,0.309225
253,1,10,63.7021,0.288486
253,2,1,34.5133,0
253,2,2,34.5133,0
253,2,3,34.5133,0
253,2,4,34.5133,0
253,2,5,65.4642,0.815884
253,2,6,67.2385,0.78445
253,2,7,69.8801,0.73054
253,2,8,91.0858,0.440666
253,2,9,68.1253,0.454893
253,2,10,68.1197,0.535697
253,3,1,34.5133,0
253,3,2,34.5133,0
253,3,3,34.5133,0
253,3,4,34.5133,0
253,3,5,34.5133,0
253,3,6,34.5133,0
253,3,7,34.5133,0
253,3,8,34.5133,0
253,3,9,34.5133,0
253,3,10,34.5133,0
253,4,1,34.5133,0
253,4,2,34.5133,0
253,4,3,34.5133,0
253,4,4,34.5133,0
253,4,5,34.5133,0
253,4,6,34.5133,0
253,4,7,34.5133,0
253,4,8,34.5133,0
253,4,9,34.5133,0
253,4,10,34.5133,0
253,5,1,34.5133,0
253,5,2,34.5133,0
253,5,3,34.5133,0
253,5,4,34.5133,0
253,5,5,34.5133,0
253,5,6,34.5133,0
253,5,7,34.5133,0
253,5,8,34.5133,0
253,5,9,34.5133,0
253,5,10,34.5133,0
253,6,1,34.5133,0
253,6,2,34.5133,0
253,6,3,34.5133,0
253,6,4,34.5133,0
253,6,5,34.5133,0
253,6,6,34.5133,0
253,6,7,34.5133,0
253,6,8,34.5133,0
253,6,9,34.5133,0
253,6,10,34.5133,0
253,7,1,34.5133,0
253,7,2,34.5133,0
253,7,3,34.5133,0
253,7,4,34.5133,0
253,7,5,34.5133,0
253,7,6,34.5133,0
253,7,7,34.5133,0
253,7,8,34.5133,0
253,7,9,34.5133,0
253,7,10,34.5133,0
253,8,1,34.5133,0
253,8,2,34.5133,0
253,8,3,34.5133,0
253,8,4,34.5133,0
253,8,5,34.5133,0
253,8,6,34.5133,0
253,8,7,34.5133,0
253,8,8,34.5133,0
253,8,9,34.5133,0
253,8,10,34.5133,0
253,9,1,34.5133,0
253,9,2,34.5133,0
253,9,3,34.5133,0
253,9,4,34.5133,0
253,9,5,34.5133,0
253,9,6,34.5133,0
253,9,7,34.5133,0
253,9,8,34.5133,0
253,9,9,34.5133,0
253,9,10,34.5133,0
253,10,1,34.5133,0
253,10,2,34.5133,0
253,10,3,34.5133,0
253,10,4,34.5133,0
253,10,5,34.5133,0
253,10,6,34.5133,0
253,10,7,34.5133,0
253,10,8,34.5133,0
253,10,9,34.5133,0
253,10,10,34.5133,0
